532,0
532,0
532,0
532,1
532,1
532,1
532,2
532,2
532,2
532,3
532,3
532,3
532,4
532,4
532,4
532,5
532,5
532,5
532,6
532,6
532,6
532,7
532,7
532,8
532,8
532,8
532,9
532,9
532,9
532,10
532,10
532,10
532,11
532,11
532,12
532,12
532,12
532,13
532,13
532,13
532,14
532,14
532,15
532,15
532,15
532,16
532,16
532,17
532,17
532,17
532,18
532,18
532,18
532,19
532,19
532,20
532,20
532,20
532,21
532,21
532,22
532,22
532,22
532,23
532,23
532,24
532,24
532,24
532,25
532,25
532,25
532,26
532,26
532,27
532,27
532,27
532,28
532,28
532,29
532,29
532,29
532,30
532,30
532,30
532,31
532,31
532,32
532,32
532,32
532,33
532,33
532,34
532,34
532,34
532,35
532,35
532,35
532,36
532,36
532,37
532,37
532,37
532,38
532,38
532,39
532,39
532,39
532,40
532,40
532,41
532,41
532,41
532,43
532,43
532,43
532,44
532,44
532,45
532,45
532,45
532,46
532,46
532,47
532,47
532,47
532,48
532,48
532,48
532,49
532,49
532,50
532,50
532,50
532,51
532,51
532,52
532,52
532,52
532,53
532,53
532,53
532,54
532,54
532,55
532,55
532,55
532,56
532,56
532,57
532,57
532,57
532,58
532,58
532,59
532,59
532,59
532,60
532,60
532,60
532,61
532,61
532,62
532,62
532,62
532,63
533,63
532,64
532,64
532,64
532,65
532,65
532,65
532,66
532,66
532,67
532,67
532,67
532,68
532,68
532,69
532,69
532,69
532,70
532,70
532,70
532,71
532,71
532,72
532,72
532,72
532,73
532,73
533,74
532,74
532,74
532,75
532,75
532,76
532,76
532,76
532,77
532,77
532,77
532,78
532,78
532,79
532,79
532,79
532,80
532,80
532,81
532,81
532,81
532,82
532,82
532,82
532,83
532,83
532,84
532,84
532,84
532,86
532,86
532,87
532,87
532,87
532,88
532,88
532,88
532,89
532,89
532,90
532,90
532,90
532,91
532,91
532,92
532,92
532,92
532,93
532,93
532,94
532,94
532,94
532,95
532,95
532,95
532,96
532,96
532,97
532,97
532,97
532,98
532,98
532,99
532,99
532,99
532,100
532,100
532,101
532,101
532,101
532,102
532,102
532,103
532,103
532,104
532,104
532,104
532,105
532,105
532,106
532,106
532,107
532,107
532,107
532,108
532,108
532,109
532,109
532,109
532,110
532,110
532,111
532,111
532,112
